# Oscilloscope Data

# Seconds	currentAverage	currentRawValue	currentValue	voltageValue	voltageAverage	voltageRawValue
1926.226	1.17549e-38	0	-0.0138944	19.0235	1.17549e-38	0
1926.326	1.17549e-38	0	-0.0138944	19.0235	1.17549e-38	0
1926.426	1.17549e-38	0	-0.0138944	19.0235	1.17549e-38	0
1926.526	1.17549e-38	0	-0.0138944	19.0235	1.17549e-38	0
1926.626	1.17549e-38	0	-0.0138944	19.0235	1.17549e-38	0
1926.726	1.17549e-38	0	-0.0138944	19.0235	1.17549e-38	0
1926.826	1.17549e-38	0	-0.0138944	19.0235	1.17549e-38	0
1926.926	1.17549e-38	0	-0.0138944	19.0235	1.17549e-38	0
1927.026	1.17549e-38	0	-0.0138944	19.0235	1.17549e-38	0
1927.126	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1927.226	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1927.326	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1927.329	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1927.428	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1927.528	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1927.628	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1927.728	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1927.828	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1927.928	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1928.028	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1928.128	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1928.228	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1928.328	1.17549e-38	0	0.0132104	19.0763	1.17549e-38	0
1928.428	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1928.528	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1928.628	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1928.728	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1928.828	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1928.928	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1929.028	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1929.128	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1929.228	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1929.328	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1929.331	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1929.430	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1929.530	1.17549e-38	0	-0.0138944	19.182	1.17549e-38	0
1929.630	1.17549e-38	0	-0.00711817	19.182	1.17549e-38	0
1929.730	1.17549e-38	0	-0.00711817	19.182	1.17549e-38	0
